,source,product,comments,stars
477,Amazon,Samsung S8,"I love it.  It's a decent step up from my previous Galaxy (S6 Edge Plus).  The placement of the fingerprint scanner is my only gripe (next to the camera lens... really?) but the awesome retina scanner makes up for it.  I've read some say the retina scanner ""takes too long"", but mine unlocks consistently in under a second.This is a deceptively tough phone, but you'll want a case as it's pretty darn sleek.",5.0
478,Amazon,Samsung S8,scratches easily,4.0
479,Amazon,Samsung S8,"sadly, this is one of the worst smartphones i ever owned. I am especially disappointed with the camera which is atrocious. All pictures and video are so noisy and low quality is ridiculous. For a phone this price it's unacceptable. I owned a Galaxy S5 previously, and its camera is so superior to the one on this phone.",1.0
480,Amazon,Samsung S8,"Im very disappointed with my purchase, i purchase this phone in August and the phone no longer turns on as of November 27 this year.",1.0
481,Amazon,Samsung S8,Very nice.So far so good.,4.0
482,Amazon,Samsung S8,Got the phone for 550 which is a steal at this price,5.0
483,Amazon,Samsung S8,Nice Improvement over S7,5.0
484,Amazon,Samsung S8,If there's a negative zero i will choose that for this item.I trusted Amazon LLC to be selling efficient devices and I was wrong.It's hardly 3 months since I purchased this item and its not working.i could hardly hear people I am talking to on the phone so i had to use a speaker to hear them.so you can't afford to have a private conversation.I emailed amazon about the issue and because its way pass the return period they didn't help.Warning to those purchasing this item think a million times don't waste your money.Think where its safer to buy cellphones.I believe in Karma what goes around will come around.,1.0
485,Amazon,Samsung S8,"For some reason, my phone comes not sealed or anything. Furthermore, the edge screen isn't responsive at times.",1.0
486,Amazon,Samsung S8,"Great deal, Verizon will act stupid when you try to switch your phone. They will assume it is a prepaid, just tell Verizon to shut up and put a sim card in it. Very happy with this deal!",5.0
487,Amazon,Samsung S8,love it,5.0
488,Amazon,Samsung S8,"I liked the last version of this phone better. The S8 is glitchy. Bixby is annoying. The autocorrect seems dumber than The old AI. The curved edges mess with the touch screen. The camera is a little better, but it doesn't make up for the overall poor performance. Not impressed at all.",1.0
489,Amazon,Samsung S8,Why was I so loyal to the iPhone for so long?  The Galaxy makes the iPhone look like a toy that you would give to a small child to keep them busy.  I love this phone...  Every aspect of it blows Apple away...  I even went to the Apple store to check out the iPhone X - side by side the Galaxy still looks 10 times better..  I love it.  Customization...  Removable memory.  The best phone on the planet.,5.0
490,Amazon,Samsung S8,"Battery sucks, you have to turn on the battery saver to survive a day. 'OK google' not working in this phone. Bixby is worst",1.0
491,Amazon,Samsung S8,I've had this phone for a week now and it's been a great experience! Phone runs smooth and looks great! I've had a case on it the whole time and it continues to be a good experience. Will update after more time with it.,5.0
492,Amazon,Samsung S8,"I didn't get the headphones, the right charger and only 1 adapted and there was a slight scratch on the glass. YES, on the GLASS of the screen. Yes I purchased as Used GOOD but this was less than good and for $550, that's still a lot of money. Very disappointed. It states original packaging but may be damaged, did not say missing parts.",1.0
493,Amazon,Samsung S8,"I am loving this phone, still learning new features everyday.  Loved that it was delivered on time.",5.0
494,Amazon,Samsung S8,"very good phone,i like it soo much, ty Samsung and Amazon.com LLC;)",5.0
495,Amazon,Samsung S8,Exelente,5.0
496,Amazon,Samsung S8,"I love the phone but i think i got one with a defect, it randomly freezes and turns off",1.0
497,Amazon,Samsung S8,"It's a nice phone only problem I have is the HD Voice, WiFi Calling, and VoLTE(Voice over LTE) (the feature that allows you to use data and Voice at the same time doesn't work) but I love it I'm hoping this will change when I receive my replacement unit but I love it! And I love Amazon! They have really impressed me! Kudos to Samsung and Amazon!",5.0
498,Amazon,Samsung S8,"Well, screen cracked with just one week and a half old. Just one fall. Unable to use it anymore. I feel disappointed and angry about how cellphone business has become. Sell fragile devices and charge a fortune for a replacement. Around $300, because basically the phone is a single unit, so they have to change almost everything, even the battery (because of their exploding batteries history, they must replace it) You get what you pay for? doesn't apply here.",1.0
499,Amazon,Samsung S8,Worth every penny.,5.0
500,Amazon,Samsung S8,I love my new phone.  My first upgrade in years.,5.0
501,Amazon,Samsung S8,Samsung and Google are competing on my phone on whose software to use.  I LOVED my S5 so easy to use but now every little thing is a chore.  I have to decide to use Samsung or Google software for everything!  I wish I had known Samsung decided on this version to become more of a software company and push more than the last few phones to dominate over Google.  The phone itself is beautiful.,3.0
502,Amazon,Samsung S8,Couldn't be better.  :-),5.0
503,Amazon,Samsung S8,"Looks brand new, works perfectly",5.0
504,Amazon,Samsung S8,This phone is the best android phone I have ever used. Totally worth it for the price.,4.0
505,Amazon,Samsung S8,"Fantastic phone so far, hope it will last me many years.",5.0
506,Amazon,Samsung S8,Best damn phone ever invented.,5.0
507,Amazon,Samsung S8,"I'm not sure if I can get used to this phone coming from a Nexus 6. Since it's a 5.8"" screen and Nexus 6 is 5.9"", I didn't expect there to be a huge difference. But there is. It's so super narrow it's about the same width as a normal ratio 5"" phone. It appears much smaller in person than I expected when I ordered it.That I may be able to adapt to. It's the curved edges that are horrible. Not only do they make it appear even more narrow, but things on the edge are slightly distorted and the color is off unless you look at it dead on, and even then I can see a bit of distortion and discoloration on the curved edges. At an angle it's unbearable the way the edges are darker than the rest of the screen. It's especially noticeable when the screen is a solid light color, with the edges having a blue tint.This alone is a deal breaker for me. It's hard to look at. If it was a flat, even surface it would be so much better. I don't predict this gimmick catching on. At least I hope it doesn't.",2.0
508,Amazon,Samsung S8,Great phone and an amazing unboxing experience. Phone came fast and it's truly 100% factory unlocked.,5.0
509,Amazon,Samsung S8,Excellent,5.0
510,Amazon,Samsung S8,Very happy.,5.0
511,Amazon,Samsung S8,"Great phone with a stunning edge to edge display that allows users to immerse themselves in video and gaming content. Although being an iOS user it was difficult to have apps from android not match the extent of options I am used to. The only other issue is if you have hands that can not reach the finger print sensor. But, all in all a great phone if you are able to move to the android ecosystem. Probably the best android phones out there!",4.0
